isolate,genus,extr_spec,corr_spec,mlst_ST,updated_ST,dnaA,fusA,gyrB,leuS,pyrG,rplB,rpoB,ST,format,type,num_seqs,sum_len,min_len,avg_len,max_len,Q1,Q2,Q3,sum_gap,N50,Q20...,Q30...,AvgQual,GC...,merge_ST
Enterobacter_hormaechei_MGH159.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,6,5077423,"1,822","846,237.2","2,403,074","4,906","152,411.5","2,362,798",0,2362798,0,0,0,54.11,53_35_20_44_45_4_6
Enterobacter_hormaechei_MGH177.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,14,5154478,"1,080","368,177","4,625,000","4,161","15,445.5","40,069",0,4625000,0,0,0,54,53_35_20_44_45_4_6
Enterobacter_hormaechei_MGH184.fa,ecloacae,hormaechei,hormaechei,1476,1476,391,4,18,13,11,4,9,1476,FASTA,DNA,3,4825632,"1,135","1,608,544","4,654,168","85,732","170,329","2,412,248.5",0,4654168,0,0,0,55.17,391_4_18_13_11_4_9
Enterobacter_hormaechei_MGH197.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,8,5407241,"17,268","675,905.1","3,901,949","30,991.5","176,052.5","536,968",0,3901949,0,0,0,53.97,53_35_20_44_45_4_6
Enterobacter_hormaechei_MGH198.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,10,5471987,"1,061","547,198.7","4,880,874","2,604","4,640","212,341",0,4880874,0,0,0,52.99,53_35_20_44_45_4_6
Enterobacter_hormaechei_MGH199.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,13,5228869,"1,528","402,220.7","2,137,695","1,681","29,879","246,989",0,1861772,0,0,0,53.99,49_21_19_44_45_12_32
Enterobacter_hormaechei_MGH200.fa,ecloacae,hormaechei,hormaechei,-,269,95,56,112,111,104,4,63,NA,FASTA,DNA,15,4993848,"1,652","332,923.2","1,912,801","10,911.5","107,636","405,211",0,885786,0,0,0,54.45,95_56_112_111_104_4_63
Enterobacter_hormaechei_MGH209.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,5,5317720,"31,096","1,063,544","4,094,325","86,581","311,915","793,803",0,4094325,0,0,0,54.24,49_21_19_44_45_12_32
Enterobacter_hormaechei_MGH210.fa,ecloacae,hormaechei,hormaechei,-,0,46,20,9,227,45,24,6,NA,FASTA,DNA,7,4842046,"2,555","691,720.9","3,083,047","6,364","38,149","852,783.5",0,3083047,0,0,0,54.73,46_20_9_227_45_24_6
Enterobacter_hormaechei_MGH215.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,8,5212416,"3,348","651,552","3,995,881","21,667","56,587.5","528,339",0,3995881,0,0,0,54.43,49_21_19_44_45_12_32
Enterobacter_hormaechei_MGH219.fa,ecloacae,hormaechei,hormaechei,-,66,52,21,20,44,45,4,6,NA,FASTA,DNA,23,4891172,"1,019","212,659.7","4,780,457","1,859.5","3,120","4,867",0,4780457,0,0,0,54.53,52_21_20_44_45_4_6
Enterobacter_hormaechei_MGH220.fa,ecloacae,hormaechei,hormaechei,254,254,58,4,90,6,39,4,59,254,FASTA,DNA,2,4627664,"2,420","2,313,832","4,625,244","2,420","2,313,832","4,625,244",0,4625244,0,0,0,55.28,58_4_90_6_39_4_59
Enterobacter_hormaechei_MGH231.fa,ecloacae,hormaechei,hormaechei,45,45,4,4,14,6,39,4,6,45,FASTA,DNA,2,4658806,"146,978","2,329,403","4,511,828","146,978","2,329,403","4,511,828",0,4511828,0,0,0,55.3,4_4_14_6_39_4_6
Enterobacter_hormaechei_MGH237.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,7,5390308,"4,096","770,044","4,098,740","29,281.5","71,577","578,666",0,4098740,0,0,0,54.23,49_21_19_44_45_12_32
Enterobacter_hormaechei_MGH238.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,7,4691861,"1,144","670,265.9","3,614,056","2,544.5","114,159","478,706.5",0,3614056,0,0,0,55.27,4_4_4_6_37_4_25
Enterobacter_hormaechei_MGH241.fa,ecloacae,hormaechei,hormaechei,136,136,74,21,74,44,45,4,6,136,FASTA,DNA,13,5358576,"1,044","412,198.2","4,706,690","1,173","1,655","109,142",0,4706690,0,0,0,53.67,74_21_74_44_45_4_6
Enterobacter_hormaechei_MGH248.fa,ecloacae,hormaechei,hormaechei,-,0,125,20,507,44,45,28,32,NA,FASTA,DNA,5,4643963,"1,081","928,792.6","4,627,885","2,964","5,635","6,398",0,4627885,0,0,0,55.07,125_20_507_44_45_28_32
Enterobacter_hormaechei_MGH_53.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,8,5098857,"1,088","637,357.1","4,902,825","1,646.5","9,109.5","86,716",0,4902825,0,0,0,54.81,11_4_4_13_39_4_9
Enterobacter_hormaechei_MIN-030.fa,ecloacae,hormaechei,hormaechei,459,459,46,20,148,44,107,28,6,459,FASTA,DNA,4,5065356,"2,495","1,266,339","4,716,358","4,673","173,251.5","2,528,005",0,4716358,0,0,0,54.89,46_20_148_44_107_28_6
Enterobacter_hormaechei_MML33.fa,ecloacae,hormaechei,hormaechei,116,116,9,4,14,6,11,4,6,116,FASTA,DNA,17,4610679,616,"271,216.4","1,634,665","1,093","76,256","322,872",0,809648,0,0,0,55.72,9_4_14_6_11_4_6
Enterobacter_hormaechei_MML42.fa,ecloacae,hormaechei,hormaechei,1254,1254,51,226,4,80,203,4,25,1254,FASTA,DNA,23,4686515,624,"203,761.5","1,171,496","4,414.5","75,494","316,633.5",0,559262,0,0,0,55.62,51_226_4_80_203_4_25
Enterobacter_hormaechei_MNCRE41.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,40,4961975,"1,079","124,049.4","976,401","4,881.5","33,391","108,767.5",0,452586,0,0,0,55.09,49_21_19_44_45_12_32
Enterobacter_hormaechei_MNCRE42.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,42,4960991,"1,014","118,118.8","804,442","4,535","34,766","146,646",0,399449,0,0,0,55.09,49_21_19_44_45_12_32
Enterobacter_hormaechei_MRSN_17626.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,7,5134212,407,"733,458.9","4,813,687","6,365","8,879","149,254.5",0,4813687,0,0,0,54.9,53_35_20_44_45_4_6
Enterobacter_hormaechei_MS7884A.fa,ecloacae,hormaechei,hormaechei,90,90,58,37,4,6,42,4,25,90,FASTA,DNA,3,5267121,"126,208","1,755,707","4,810,853","228,134","330,060","2,570,456.5",0,4810853,0,0,0,54.91,58_37_4_6_42_4_25
Enterobacter_hormaechei_MSB1_8J.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,4,5201113,"2,495","1,300,278.3","4,886,685","3,674","155,966.5","2,596,882.5",0,4886685,0,0,0,54.73,53_35_20_44_45_4_6
Enterobacter_hormaechei_Marseille.fa,ecloacae,hormaechei,hormaechei,1160,1160,330,20,148,44,45,4,6,1160,FASTA,DNA,18,4501383,"1,577","250,076.8","801,918","38,132","224,207","330,032",0,382552,0,0,0,55.52,330_20_148_44_45_4_6
Enterobacter_hormaechei_N1.fa,ecloacae,hormaechei,hormaechei,254,254,58,4,90,6,39,4,59,254,FASTA,DNA,3,5114406,"106,689","1,704,802","4,843,622","135,392","164,095","2,503,858.5",0,4843622,0,0,0,55.19,58_4_90_6_39_4_59
Enterobacter_hormaechei_NCTC11571.fa,ecloacae,hormaechei,hormaechei,-,0,59,9,6,115,242,6,6,NA,FASTA,DNA,1,4552052,"4,552,052","4,552,052","4,552,052","4,552,052","4,552,052","4,552,052",0,4552052,0,0,0,55.42,59_9_6_115_242_6_6
Enterobacter_hormaechei_NCTC11579.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,2,4718420,"2,111","2,359,210","4,716,309","2,111","2,359,210","4,716,309",0,4716309,0,0,0,55.09,59_40_82_9_67_6_6
Enterobacter_hormaechei_NCTC11588.fa,ecloacae,hormaechei,hormaechei,134,134,4,4,13,4,39,4,25,134,FASTA,DNA,2,4819580,"37,743","2,409,790","4,781,837","37,743","2,409,790","4,781,837",0,4781837,0,0,0,55.43,4_4_13_4_39_4_25
Enterobacter_hormaechei_NCTC11593.fa,ecloacae,hormaechei,hormaechei,88,88,4,4,4,62,59,4,6,88,FASTA,DNA,10,5098421,"5,458","509,842.1","4,747,842","8,017","16,847","111,880",0,4747842,0,0,0,55.43,4_4_4_62_59_4_6
Enterobacter_hormaechei_NCTC13405.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,3,4584218,"6,482","1,528,072.7","4,571,073","6,572.5","6,663","2,288,868",0,4571073,0,0,0,55.62,68_8_75_63_65_34_35
Enterobacter_hormaechei_NCTC13406.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,3,4716418,"7,474","1,572,139.3","4,694,076","11,171","14,868","2,354,472",0,4694076,0,0,0,55.58,68_8_75_63_65_34_35
Enterobacter_hormaechei_NCTC13464.fa,ecloacae,hormaechei,hormaechei,278,278,59,9,59,9,67,6,6,278,FASTA,DNA,2,4845343,"247,805","2,422,671.5","4,597,538","247,805","2,422,671.5","4,597,538",0,4597538,0,0,0,54.76,59_9_59_9_67_6_6
Enterobacter_hormaechei_NCTC_9394.fa,ecloacae,hormaechei,hormaechei,4,4,4,4,4,4,4,4,4,4,FASTA,DNA,1,4908759,"4,908,759","4,908,759","4,908,759","4,908,759","4,908,759","4,908,759",0,4908759,0,0,0,52.69,4_4_4_4_4_4_4
Enterobacter_hormaechei_NFIX45.fa,ecloacae,hormaechei,hormaechei,-,0,179,8,5,344,65,4,6,NA,FASTA,DNA,14,4423871,"1,423","315,990.8","1,621,019","41,920","157,608.5","348,274",0,744027,0,0,0,55.9,179_8_5_344_65_4_6
Enterobacter_hormaechei_NJGLYY90-CR.fa,ecloacae,hormaechei,hormaechei,418,418,53,35,154,44,45,4,6,418,FASTA,DNA,5,5091488,"6,364","1,018,297.6","4,584,517","44,961","106,755","348,891",0,4584517,0,0,0,54.92,53_35_154_44_45_4_6
Enterobacter_hormaechei_NTIC28-1.fa,ecloacae,hormaechei,hormaechei,-,2646,275,20,148,44,64,4,6,NA,FASTA,DNA,50,4670914,"3,267","93,418.3","436,956","27,524","56,222","114,391",0,173295,0,0,0,55.18,275_20_148_44_64_4_6
Enterobacter_hormaechei_NTIC34-1.fa,ecloacae,hormaechei,hormaechei,-,2646,275,20,148,44,64,4,6,NA,FASTA,DNA,49,4686669,"5,408","95,646.3","351,939","28,970","69,422","141,785",0,163800,0,0,0,55.19,275_20_148_44_64_4_6
Enterobacter_hormaechei_NTUHECC01.fa,ecloacae,hormaechei,hormaechei,90,90,58,37,4,6,42,4,25,90,FASTA,DNA,4,5258917,"34,452","1,314,729.3","4,804,898","70,744","209,783.5","2,558,714.5",0,4804898,0,0,0,54.8,58_37_4_6_42_4_25
Enterobacter_hormaechei_NTUHECC04.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,4,5128816,"31,186","1,282,204","4,728,784","45,211.5","184,423","2,519,196.5",0,4728784,0,0,0,54.54,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC06.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,4,5117179,"48,164","1,279,294.8","4,700,169","53,700.5","184,423","2,504,889",0,4700169,0,0,0,54.61,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC07.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,3,5100336,"61,320","1,700,112","4,728,088","186,124","310,928","2,519,508",0,4728088,0,0,0,54.62,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC08.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,4,5135664,"16,658","1,283,916","4,751,179","37,947.5","183,913.5","2,529,884.5",0,4751179,0,0,0,54.6,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC09.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,4,5124425,"48,164","1,281,106.3","4,707,424","53,700.5","184,418.5","2,508,512",0,4707424,0,0,0,54.6,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC13.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,5,5103348,"5,098","1,020,669.6","4,728,070","56,940","59,236","254,004",0,4728070,0,0,0,54.62,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC15.fa,ecloacae,hormaechei,hormaechei,316,316,59,88,82,9,67,6,6,316,FASTA,DNA,3,5116164,"59,237","1,705,388","4,747,318","184,423","309,609","2,528,463.5",0,4747318,0,0,0,54.58,59_88_82_9_67_6_6
Enterobacter_hormaechei_NTUHECC16.fa,ecloacae,hormaechei,hormaechei,204,204,4,4,4,6,95,4,6,204,FASTA,DNA,3,5217607,"140,220","1,739,202.3","4,780,956","218,325.5","296,431","2,538,693.5",0,4780956,0,0,0,54.99,4_4_4_6_95_4_6
Enterobacter_hormaechei_OS_04_026_-1.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,3,4800124,"346,516","1,600,041.3","2,272,571","1,263,776.5","2,181,037","2,226,804",0,2181037,0,0,0,55.35,4_4_4_6_37_4_25
Enterobacter_hormaechei_P52.fa,ecloacae,hormaechei,hormaechei,-,1854,4,37,203,6,112,30,6,NA,FASTA,DNA,35,4644571,383,"132,702","563,246","17,883","56,171","169,356",0,414620,0,0,0,55.74,4_37_203_6_112_30_6
Enterobacter_hormaechei_PG20180049.fa,ecloacae,hormaechei,hormaechei,662,662,4,4,4,6,240,4,25,662,FASTA,DNA,1,4635256,"4,635,256","4,635,256","4,635,256","4,635,256","4,635,256","4,635,256",0,4635256,0,0,0,55.55,4_4_4_6_240_4_25
Enterobacter_hormaechei_PG20180056.fa,ecloacae,hormaechei,hormaechei,662,662,4,4,4,6,240,4,25,662,FASTA,DNA,1,4635242,"4,635,242","4,635,242","4,635,242","4,635,242","4,635,242","4,635,242",0,4635242,0,0,0,55.55,4_4_4_6_240_4_25
Enterobacter_hormaechei_PP-BR4812-1.fa,ecloacae,hormaechei,hormaechei,1240,1240,90,20,20,178,45,4,32,1240,FASTA,DNA,4,4675583,"1,696","1,168,895.8","4,508,976","34,714.5","82,455.5","2,303,077",0,4508976,0,0,0,55.23,90_20_20_178_45_4_32
Enterobacter_hormaechei_RHBSTW-00012.fa,ecloacae,hormaechei,hormaechei,104,104,59,40,76,9,70,6,6,104,FASTA,DNA,5,5075790,"2,495","1,015,158","4,921,849","4,161","6,013","141,272",0,4921849,0,0,0,54.78,59_40_76_9_70_6_6
Enterobacter_hormaechei_RHBSTW-00016.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,4,5034201,"2,495","1,258,550.3","4,794,265","35,039.5","118,720.5","2,482,061",0,4794265,0,0,0,55.05,59_40_82_9_67_6_6
Enterobacter_hormaechei_RHBSTW-00040.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,5,4980105,"4,096","996,021","4,817,823","31,308","60,669","66,209",0,4817823,0,0,0,54.9,59_40_82_9_67_6_6
Enterobacter_hormaechei_RHBSTW-00056.fa,ecloacae,hormaechei,hormaechei,310,310,59,40,59,9,62,6,6,310,FASTA,DNA,3,5128754,"4,426","1,709,584.7","5,061,465","33,644.5","62,863","2,562,164",0,5061465,0,0,0,54.93,59_40_59_9_62_6_6
Enterobacter_hormaechei_RHBSTW-00059.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,5,4916079,"2,495","983,215.8","4,769,962","4,990","61,064","77,568",0,4769962,0,0,0,54.9,59_40_82_9_67_6_6
Enterobacter_hormaechei_RHBSTW-00070.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,3,4927760,"9,923","1,642,586.7","4,711,550","108,105","206,287","2,458,918.5",0,4711550,0,0,0,55,8_9_6_9_9_6_8
Enterobacter_hormaechei_RHBSTW-00083.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,4,4904566,"2,511","1,226,141.5","4,737,627","26,547","82,214","2,425,736",0,4737627,0,0,0,55.48,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00086.fa,ecloacae,hormaechei,hormaechei,278,278,59,9,59,9,67,6,6,278,FASTA,DNA,3,4922494,"2,495","1,640,831.3","4,806,389","58,052.5","113,610","2,459,999.5",0,4806389,0,0,0,55.02,59_9_59_9_67_6_6
Enterobacter_hormaechei_RHBSTW-00101.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,8,4988781,"1,148","623,597.6","4,765,598","3,614","22,522.5","84,881",0,4765598,0,0,0,54.89,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00103.fa,ecloacae,hormaechei,hormaechei,-,108,68,8,75,63,65,34,35,NA,FASTA,DNA,10,4912348,249,"491,234.8","4,575,334","1,196","2,726","113,845",0,4575334,0,0,0,55.48,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00105.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,4,4915705,"2,511","1,228,926.3","4,738,678","31,591","87,258","2,426,261.5",0,4738678,0,0,0,55.48,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00114.fa,ecloacae,hormaechei,hormaechei,168,168,59,40,81,9,79,37,38,168,FASTA,DNA,4,5000039,"2,495","1,250,009.8","4,800,673","43,700","98,435.5","2,456,319.5",0,4800673,0,0,0,54.96,59_40_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00133.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,3,5086008,"59,112","1,695,336","4,939,784","73,112","87,112","2,513,448",0,4939784,0,0,0,55.01,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00140.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,3,5010945,"59,001","1,670,315","4,864,832","73,056.5","87,112","2,475,972",0,4864832,0,0,0,55,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00198.fa,ecloacae,hormaechei,hormaechei,-,108,68,8,75,63,65,34,35,NA,FASTA,DNA,4,4861737,"2,495","1,215,434.3","4,773,692","3,639.5","42,775","2,427,229",0,4773692,0,0,0,55.46,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00211.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,10,4851593,304,"485,159.3","4,779,902",521,"2,026","4,162",0,4779902,0,0,0,55.47,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00216.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,5,4852893,"4,783","970,578.6","4,779,833","4,853","5,321","58,103",0,4779833,0,0,0,55.47,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00217.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,4,4808935,"2,495","1,202,233.8","4,704,878","3,639","50,781","2,400,828.5",0,4704878,0,0,0,55.58,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00220.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,5,4852893,"4,783","970,578.6","4,779,833","4,853","5,321","58,103",0,4779833,0,0,0,55.47,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00316.fa,ecloacae,hormaechei,hormaechei,168,168,59,40,81,9,79,37,38,168,FASTA,DNA,10,5072976,"2,495","507,297.6","4,815,044","3,813","5,411","87,112",0,4815044,0,0,0,54.85,59_40_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00332.fa,ecloacae,hormaechei,hormaechei,-,145,59,40,82,9,67,6,6,NA,FASTA,DNA,5,5080720,242,"1,016,144","4,825,269","2,495","86,762","165,952",0,4825269,0,0,0,55.02,59_40_82_9_67_6_6
Enterobacter_hormaechei_RHBSTW-00333.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,8,5215023,"2,494","651,877.9","4,939,254","4,821","11,059","120,757.5",0,4939254,0,0,0,54.93,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00438.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,5,4886990,468,"977,398","4,683,458","1,246","7,187","194,631",0,4683458,0,0,0,55.05,8_9_6_9_9_6_8
Enterobacter_hormaechei_RHBSTW-00492.fa,ecloacae,hormaechei,hormaechei,168,168,59,40,81,9,79,37,38,168,FASTA,DNA,5,4981985,"2,495","996,397","4,777,672","2,746","87,106","111,966",0,4777672,0,0,0,54.98,59_40_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00564.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,4,4847420,"2,519","1,211,855","4,699,206","3,720","72,847.5","2,419,990",0,4699206,0,0,0,55.6,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00626.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,6,5053619,"4,096","842,269.8","4,870,455","4,665","32,561","109,281",0,4870455,0,0,0,55.05,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00642.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,6,5222466,"1,329","870,411","5,032,884","2,495","46,299.5","93,159",0,5032884,0,0,0,54.89,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00668.fa,ecloacae,hormaechei,hormaechei,-,286,59,64,81,9,79,37,38,NA,FASTA,DNA,5,5117671,"4,803","1,023,534.2","4,918,388","4,858","83,283","106,339",0,4918388,0,0,0,54.99,59_64_81_9_79_37_38
Enterobacter_hormaechei_RHBSTW-00810.fa,ecloacae,hormaechei,hormaechei,278,278,59,9,59,9,67,6,6,278,FASTA,DNA,45,4824646,200,"107,214.4","495,259","1,152","22,632","185,180",0,290171,0,0,0,55.22,59_9_59_9_67_6_6
Enterobacter_hormaechei_RHBSTW-00844.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,4,4888880,"2,494","1,222,220","4,398,880","64,181","243,753","2,380,259",0,4398880,0,0,0,55.42,68_8_75_63_65_34_35
Enterobacter_hormaechei_RHBSTW-00916.fa,ecloacae,hormaechei,hormaechei,-,756,68,8,75,63,251,34,35,NA,FASTA,DNA,4,4849166,"2,495","1,212,291.5","4,766,311","3,185","40,180","2,421,398",0,4766311,0,0,0,55.36,68_8_75_63_251_34_35
Enterobacter_hormaechei_RIVM_C010068.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,4874140,"186,213","2,437,070","4,687,927","186,213","2,437,070","4,687,927",0,4687927,0,0,0,55,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C012369.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5021207,"316,078","2,510,603.5","4,705,129","316,078","2,510,603.5","4,705,129",0,4705129,0,0,0,54.64,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C017238.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5023816,"316,079","2,511,908","4,707,737","316,079","2,511,908","4,707,737",0,4707737,0,0,0,54.64,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C017834.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5053669,"316,079","2,526,834.5","4,737,590","316,079","2,526,834.5","4,737,590",0,4737590,0,0,0,54.59,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C019072.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5052819,"315,229","2,526,409.5","4,737,590","315,229","2,526,409.5","4,737,590",0,4737590,0,0,0,54.59,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C019181.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5021216,"316,079","2,510,608","4,705,137","316,079","2,510,608","4,705,137",0,4705137,0,0,0,54.64,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C033144.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5053658,"316,077","2,526,829","4,737,581","316,077","2,526,829","4,737,581",0,4737581,0,0,0,54.59,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C034177.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5054991,"316,077","2,527,495.5","4,738,914","316,077","2,527,495.5","4,738,914",0,4738914,0,0,0,54.59,8_9_6_9_9_6_8
Enterobacter_hormaechei_RIVM_C034192.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,2,5074881,"337,179","2,537,440.5","4,737,702","337,179","2,537,440.5","4,737,702",0,4737702,0,0,0,54.66,8_9_6_9_9_6_8
Enterobacter_hormaechei_Res13-Lact-PEC05-10.fa,ecloacae,hormaechei,hormaechei,1165,1165,4,4,4,395,39,4,6,1165,FASTA,DNA,18,4729127,252,"262,729.3","3,383,545",392,"1,017.5","2,086",0,3383545,0,0,0,55.61,4_4_4_395_39_4_6
Enterobacter_hormaechei_Res13-Lact-PEC05-16.fa,ecloacae,hormaechei,hormaechei,1165,1165,4,4,4,395,39,4,6,1165,FASTA,DNA,32,4691505,383,"146,609.5","1,058,164","3,989","25,881","161,976",0,498945,0,0,0,55.63,4_4_4_395_39_4_6
Enterobacter_hormaechei_Res13-Lact-PEC05-17.fa,ecloacae,hormaechei,hormaechei,1165,1165,4,4,4,395,39,4,6,1165,FASTA,DNA,14,4736449,252,"338,317.8","4,417,204",392,882,"2,086",0,4417204,0,0,0,55.61,4_4_4_395_39_4_6
Enterobacter_hormaechei_S1-CND1.fa,ecloacae,hormaechei,hormaechei,-,0,67,21,9,129,45,NA,NA,NA,FASTA,DNA,14,4575660,"66,845","326,832.9","1,048,548","120,054","298,896","445,053",0,445053,0,0,0,55.55,67_21_9_129_45_NA_NA
Enterobacter_hormaechei_S11_16.fa,ecloacae,hormaechei,hormaechei,-,102,59,9,12,9,67,6,25,NA,FASTA,DNA,5,5038853,"2,495","1,007,770.6","4,850,296","2,699","63,369","119,994",0,4850296,0,0,0,55.11,59_9_12_9_67_6_25
